example_id,signal,signal_seed,split,context_start,origin,target_index,current_value,target_value,target_delta
chirp__target-544,chirp,6894369671430017204,train,480,543,544,-0.11757689720949895,-0.13562555130956389,-0.01804865410006494
chirp__target-546,chirp,6894369671430017204,train,482,545,546,-0.18115089566423415,-0.20227133011271883,-0.021120434448484687
chirp__target-548,chirp,6894369671430017204,train,484,547,548,-0.2287465575536168,-0.2461259468735412,-0.017379389319924388
chirp__target-550,chirp,6894369671430017204,train,486,549,550,-0.2759408945373276,-0.2880645679087864,-0.012123673371458754
chirp__target-552,chirp,6894369671430017204,train,488,551,552,-0.34825043217083274,-0.3545315340120495,-0.006281101841216774
chirp__target-554,chirp,6894369671430017204,train,490,553,554,-0.39148506504469327,-0.420926228148528,-0.02944116310383471
chirp__target-556,chirp,6894369671430017204,train,492,555,556,-0.4513392762153086,-0.46533594947813756,-0.01399667326282894
chirp__target-558,chirp,6894369671430017204,train,494,557,558,-0.4940775524281504,-0.5199730868832659,-0.025895534455115554
chirp__target-560,chirp,6894369671430017204,train,496,559,560,-0.5230261085467585,-0.5640191566045751,-0.04099304805781667
chirp__target-562,chirp,6894369671430017204,train,498,561,562,-0.6047441380431506,-0.6047113410822728,3.279696087787887e-05
chirp__target-564,chirp,6894369671430017204,train,500,563,564,-0.6328230001641788,-0.6427289278162356,-0.009905927652056778
chirp__target-566,chirp,6894369671430017204,train,502,565,566,-0.6940368668340354,-0.6994003804019185,-0.005363513567883116
chirp__target-568,chirp,6894369671430017204,train,504,567,568,-0.7415088955093674,-0.7517839019608469,-0.010275006451479496
chirp__target-570,chirp,6894369671430017204,train,506,569,570,-0.7674163912980793,-0.8060285885944775,-0.0386121972963982
chirp__target-572,chirp,6894369671430017204,train,508,571,572,-0.7987832102165319,-0.8165715497185341,-0.017788339502002204
chirp__target-574,chirp,6894369671430017204,train,510,573,574,-0.8393045949943101,-0.8599325999444507,-0.02062800495014061
chirp__target-576,chirp,6894369671430017204,train,512,575,576,-0.8639299281717342,-0.8715577551578954,-0.007627826986161157
chirp__target-578,chirp,6894369671430017204,train,514,577,578,-0.8980988174748941,-0.9066721926627587,-0.008573375187864607
chirp__target-580,chirp,6894369671430017204,train,516,579,580,-0.9301884595753416,-0.9305504928586094,-0.00036203328326778195
chirp__target-582,chirp,6894369671430017204,train,518,581,582,-0.9493846252519499,-0.943141866009264,0.0062427592426859135
chirp__target-584,chirp,6894369671430017204,train,520,583,584,-0.9688726295290447,-0.9689993934510873,-0.00012676392204258313
chirp__target-586,chirp,6894369671430017204,train,522,585,586,-0.9980000235326936,-0.9849917666056683,0.01300825692702523
chirp__target-588,chirp,6894369671430017204,train,524,587,588,-0.9809074603617363,-0.991897952767289,-0.010990492405552721
chirp__target-590,chirp,6894369671430017204,train,526,589,590,-0.9889863315861552,-1.0056236447008924,-0.01663731311473715
chirp__target-592,chirp,6894369671430017204,train,528,591,592,-1.0033299317960003,-1.0031422200037623,0.00018771179223797674
chirp__target-594,chirp,6894369671430017204,train,530,593,594,-0.9939641931284536,-1.005700547435723,-0.011736354307269381
chirp__target-596,chirp,6894369671430017204,train,532,595,596,-1.0115279049645214,-0.9927400356096928,0.018787869354828568
chirp__target-598,chirp,6894369671430017204,train,534,597,598,-0.9963405686239893,-0.9765139075595964,0.019826661064392903
chirp__target-600,chirp,6894369671430017204,train,536,599,600,-0.9758777884242121,-0.974983031961272,0.0008947564629401272
chirp__target-602,chirp,6894369671430017204,train,538,601,602,-0.9419464449361625,-0.9482141953800928,-0.006267750443930242
chirp__target-604,chirp,6894369671430017204,train,540,603,604,-0.9453757610145385,-0.9217664249130597,0.02360933610147875
chirp__target-606,chirp,6894369671430017204,train,542,605,606,-0.9166608086705949,-0.9055405068004678,0.011120301870127025
chirp__target-608,chirp,6894369671430017204,train,544,607,608,-0.8948713512200842,-0.8731496213107823,0.02172172990930188
chirp__target-610,chirp,6894369671430017204,train,546,609,610,-0.8502010863690485,-0.8471260630037296,0.003075023365318841
chirp__target-612,chirp,6894369671430017204,train,548,611,612,-0.8117127760188023,-0.8033102833640392,0.008402492654763116
chirp__target-614,chirp,6894369671430017204,validation,550,613,614,-0.791437709734983,-0.7771768888228121,0.014260820912170846
chirp__target-616,chirp,6894369671430017204,validation,552,615,616,-0.7417022827956876,-0.7194181467147944,0.02228413608089319
chirp__target-618,chirp,6894369671430017204,validation,554,617,618,-0.7044544998853226,-0.685309108974809,0.019145390910513593
chirp__target-620,chirp,6894369671430017204,validation,556,619,620,-0.6597637984829956,-0.6368232386328796,0.022940559850116005
chirp__target-622,chirp,6894369671430017204,validation,558,621,622,-0.6020937744342082,-0.5861157934948226,0.015977980939385628
chirp__target-624,chirp,6894369671430017204,validation,560,623,624,-0.5546924945018783,-0.5216597671255097,0.03303272737636864
chirp__target-626,chirp,6894369671430017204,validation,562,625,626,-0.48497226141148136,-0.4630508611344248,0.02192140027705658
chirp__target-628,chirp,6894369671430017204,validation,564,627,628,-0.4398536098021011,-0.406730923307079,0.03312268649502209
chirp__target-630,chirp,6894369671430017204,validation,566,629,630,-0.384170750725768,-0.34036693539416735,0.04380381533160066
chirp__target-632,chirp,6894369671430017204,validation,568,631,632,-0.31318984686555656,-0.28193984252343873,0.03125000434211783
chirp__target-634,chirp,6894369671430017204,validation,570,633,634,-0.24962142203291465,-0.21476889348975642,0.034852528543158234
chirp__target-636,chirp,6894369671430017204,validation,572,635,636,-0.21146898935488315,-0.16676122414787675,0.044707765207006395
chirp__target-638,chirp,6894369671430017204,validation,574,637,638,-0.14745831813019283,-0.09268368042176894,0.05477463770842389
chirp__target-640,chirp,6894369671430017204,validation,576,639,640,-0.06692163169781003,-0.01191160459675937,0.05501002710105066
chirp__target-642,chirp,6894369671430017204,validation,578,641,642,0.01758356031495089,0.03547925325301712,0.017895692938066234
chirp__target-644,chirp,6894369671430017204,validation,580,643,644,0.07074104710357422,0.09501229684687501,0.02427124974330079
chirp__target-646,chirp,6894369671430017204,validation,582,645,646,0.1344422477209495,0.18214356668959103,0.04770131896864152
chirp__target-648,chirp,6894369671430017204,validation,584,647,648,0.20191883971080266,0.24002833636518023,0.03810949665437757
chirp__target-650,chirp,6894369671430017204,validation,586,649,650,0.2571793414003561,0.30347029053716407,0.04629094913680798
chirp__target-652,chirp,6894369671430017204,validation,588,651,652,0.32527804183780534,0.3652608779132902,0.03998283607548486
chirp__target-654,chirp,6894369671430017204,validation,590,653,654,0.38696909029659643,0.4262868137564701,0.039317723459873666
chirp__target-656,chirp,6894369671430017204,validation,592,655,656,0.45101269719506937,0.4790510972419153,0.028038400046845935
chirp__target-658,chirp,6894369671430017204,validation,594,657,658,0.5228595490103086,0.5408595110656431,0.017999962055334495
chirp__target-660,chirp,6894369671430017204,validation,596,659,660,0.5742585103282143,0.5818563473036088,0.007597836975394512
chirp__target-662,chirp,6894369671430017204,validation,598,661,662,0.6075854189187676,0.6482602356735946,0.04067481675482698
chirp__target-664,chirp,6894369671430017204,validation,600,663,664,0.6850134327325209,0.7025456348078332,0.017532202075312253
chirp__target-666,chirp,6894369671430017204,validation,602,665,666,0.7016167480065455,0.7614910858014151,0.059874337794869614
chirp__target-668,chirp,6894369671430017204,validation,604,667,668,0.7748559562571602,0.7883960450564441,0.013540088799283923
chirp__target-670,chirp,6894369671430017204,validation,606,669,670,0.8035180542534873,0.8234406895139816,0.019922635260494315
chirp__target-672,chirp,6894369671430017204,validation,608,671,672,0.8566608648115096,0.8745057442061582,0.017844879394648627
chirp__target-674,chirp,6894369671430017204,validation,610,673,674,0.8638097359637292,0.8886383130896159,0.02482857712588671
chirp__target-676,chirp,6894369671430017204,validation,612,675,676,0.9172099375842169,0.9272609074460164,0.010050969861799541
chirp__target-678,chirp,6894369671430017204,validation,614,677,678,0.9218865783327578,0.92739599847979,0.005509420147032262
chirp__target-680,chirp,6894369671430017204,validation,616,679,680,0.9579956597497055,0.9689601221987593,0.010964462449053802
chirp__target-682,chirp,6894369671430017204,validation,618,681,682,0.9685762186473669,0.9925437863770931,0.02396756772972619
chirp__target-684,chirp,6894369671430017204,validation,620,683,684,1.0003662047738413,0.9968625344537445,-0.0035036703200967967
chirp__target-686,chirp,6894369671430017204,validation,622,685,686,1.0000695840510303,1.0037584724082982,0.0036888883572678832
chirp__target-688,chirp,6894369671430017204,validation,624,687,688,1.0050917057469944,1.0022621912579444,-0.00282951448905
chirp__target-690,chirp,6894369671430017204,validation,626,689,690,1.0108637749824585,0.987711405528743,-0.02315236945371546
chirp__target-692,chirp,6894369671430017204,validation,628,691,692,0.9971925912261943,1.0001084260894373,0.002915834863242983
chirp__target-694,chirp,6894369671430017204,validation,630,693,694,0.9902341263198486,0.9644911043046441,-0.02574302201520451
chirp__target-696,chirp,6894369671430017204,validation,632,695,696,0.9637427019637494,0.9420688130144343,-0.0216738889493151
chirp__target-698,chirp,6894369671430017204,validation,634,697,698,0.936447677680299,0.9237129228809945,-0.012734754799304526
chirp__target-700,chirp,6894369671430017204,validation,636,699,700,0.915598318610297,0.8808223660677948,-0.0347759525425021
chirp__target-702,chirp,6894369671430017204,validation,638,701,702,0.8790311693394254,0.8389548247330884,-0.04007634460633702
chirp__target-704,chirp,6894369671430017204,validation,640,703,704,0.8449473958005175,0.8277874214877147,-0.017159974312802806
chirp__target-706,chirp,6894369671430017204,validation,642,705,706,0.8011890680081177,0.7877821707586586,-0.013406897249459093
chirp__target-708,chirp,6894369671430017204,validation,644,707,708,0.7682707163732774,0.7451822734571907,-0.023088442916086693
chirp__target-710,chirp,6894369671430017204,validation,646,709,710,0.7085337134495547,0.7017933466490809,-0.0067403668004738515
chirp__target-712,chirp,6894369671430017204,validation,648,711,712,0.6551792769851984,0.6326830429530829,-0.022496234032115536
chirp__target-714,chirp,6894369671430017204,validation,650,713,714,0.6157455268460459,0.5582042618907805,-0.05754126495526535
chirp__target-716,chirp,6894369671430017204,validation,652,715,716,0.536841611965396,0.49049353623591324,-0.046348075729482796
chirp__target-718,chirp,6894369671430017204,validation,654,717,718,0.4804558056852484,0.44676414895372923,-0.03369165673151919
chirp__target-720,chirp,6894369671430017204,validation,656,719,720,0.4240136692712449,0.39165197504376686,-0.03236169422747803
chirp__target-722,chirp,6894369671430017204,validation,658,721,722,0.365154627013426,0.3233859452427892,-0.041768681770636806
chirp__target-724,chirp,6894369671430017204,validation,660,723,724,0.28841226272793585,0.2293908298268428,-0.059021432901093046
chirp__target-726,chirp,6894369671430017204,validation,662,725,726,0.20735484658338388,0.18793008842922726,-0.01942475815415662
chirp__target-728,chirp,6894369671430017204,validation,664,727,728,0.1466493640593921,0.1128932681539662,-0.0337560959054259
chirp__target-730,chirp,6894369671430017204,validation,666,729,730,0.07551240678298005,0.012675710831056796,-0.06283669595192325
chirp__target-732,chirp,6894369671430017204,validation,668,731,732,0.007529394761982555,-0.06631140713409941,-0.07384080189608197
chirp__target-734,chirp,6894369671430017204,validation,670,733,734,-0.08887009200553787,-0.12931899936304175,-0.04044890735750388
chirp__target-736,chirp,6894369671430017204,validation,672,735,736,-0.162001468939312,-0.1834205683737783,-0.021419099434466293
chirp__target-738,chirp,6894369671430017204,validation,674,737,738,-0.23532006852714163,-0.2679262231222948,-0.032606154595153175
chirp__target-740,chirp,6894369671430017204,validation,676,739,740,-0.30833032532890203,-0.32640195591677734,-0.01807163058787531
chirp__target-742,chirp,6894369671430017204,validation,678,741,742,-0.3830310218063568,-0.38734554814411204,-0.004314526337755253
chirp__target-744,chirp,6894369671430017204,validation,680,743,744,-0.44402727593105884,-0.4856437386411195,-0.04161646271006064
chirp__target-746,chirp,6894369671430017204,validation,682,745,746,-0.4999328118524103,-0.532436634348498,-0.032503822496087686
chirp__target-748,chirp,6894369671430017204,validation,684,747,748,-0.5635529109494979,-0.6157966946743156,-0.05224378372481775
chirp__target-750,chirp,6894369671430017204,validation,686,749,750,-0.6382944359706161,-0.6424292600378323,-0.004134824067216214
chirp__target-752,chirp,6894369671430017204,validation,688,751,752,-0.6753310303236976,-0.7039390448797405,-0.028608014556042893
chirp__target-754,chirp,6894369671430017204,validation,690,753,754,-0.7349971116450765,-0.7715987655980694,-0.03660165395299286
chirp__target-756,chirp,6894369671430017204,validation,692,755,756,-0.7744362969940524,-0.8083122358892232,-0.03387593889517082
chirp__target-758,chirp,6894369671430017204,validation,694,757,758,-0.8200871399891078,-0.8683734617958381,-0.048286321806730315
chirp__target-760,chirp,6894369671430017204,validation,696,759,760,-0.8839483888617977,-0.9035031307938022,-0.01955474193200446
chirp__target-762,chirp,6894369671430017204,validation,698,761,762,-0.926629428738378,-0.9035525657765948,0.02307686296178313
chirp__target-764,chirp,6894369671430017204,validation,700,763,764,-0.9337529561075426,-0.9415747662061033,-0.007821810098560644
chirp__target-766,chirp,6894369671430017204,validation,702,765,766,-0.9592946564323354,-0.9824786605331444,-0.023184004100809008
chirp__target-768,chirp,6894369671430017204,validation,704,767,768,-0.9811476646147812,-0.9891586204678984,-0.008010955853117174
chirp__target-770,chirp,6894369671430017204,validation,706,769,770,-0.9722788692080819,-0.9943579161999632,-0.022079046991881235
chirp__target-772,chirp,6894369671430017204,validation,708,771,772,-0.9921393090260439,-1.0154634844511756,-0.023324175425131766
chirp__target-774,chirp,6894369671430017204,validation,710,773,774,-1.0020797326457098,-0.9876126304916385,0.01446710215407132
chirp__target-776,chirp,6894369671430017204,validation,712,775,776,-0.9878275647165137,-0.991217807879636,-0.0033902431631223084
chirp__target-778,chirp,6894369671430017204,validation,714,777,778,-0.9839180474467717,-0.9733576494469949,0.010560397999776816
chirp__target-780,chirp,6894369671430017204,validation,716,779,780,-0.9626160748010122,-0.9482629181590053,0.01435315664200687
chirp__target-782,chirp,6894369671430017204,validation,718,781,782,-0.9468294602584431,-0.932065482834602,0.014763977423841057
chirp__target-784,chirp,6894369671430017204,validation,720,783,784,-0.9163382764412705,-0.9064740426387151,0.009864233802555411
chirp__target-786,chirp,6894369671430017204,validation,722,785,786,-0.9019700295332087,-0.8602897608054809,0.04168026872772779
chirp__target-788,chirp,6894369671430017204,validation,724,787,788,-0.8281946710249493,-0.8068399150966304,0.021354755928318814
chirp__target-790,chirp,6894369671430017204,validation,726,789,790,-0.8128876371799029,-0.7720902088212436,0.04079742835865929
chirp__target-792,chirp,6894369671430017204,validation,728,791,792,-0.7459786782265786,-0.7261453422921409,0.0198333359344377
chirp__target-794,chirp,6894369671430017204,validation,730,793,794,-0.6853675305259406,-0.6474982149616957,0.03786931556424489
chirp__target-796,chirp,6894369671430017204,validation,732,795,796,-0.6272898737477937,-0.6088191297149165,0.018470744032877184
chirp__target-798,chirp,6894369671430017204,validation,734,797,798,-0.5631148012895782,-0.5283408372671786,0.03477396402239963
chirp__target-800,chirp,6894369671430017204,validation,736,799,800,-0.4986433195117539,-0.47179590965664114,0.026847409855112747
chirp__target-802,chirp,6894369671430017204,validation,738,801,802,-0.4185359223105448,-0.41662153792802076,0.0019143843825240592
chirp__target-804,chirp,6894369671430017204,validation,740,803,804,-0.35867604198538355,-0.32599418210402187,0.032681859881361686
chirp__target-806,chirp,6894369671430017204,validation,742,805,806,-0.26918567474725,-0.2345005786855811,0.03468509606166892
chirp__target-808,chirp,6894369671430017204,validation,744,807,808,-0.2058497863984496,-0.15735171547307092,0.048498070925378695
chirp__target-810,chirp,6894369671430017204,validation,746,809,810,-0.13164216832697834,-0.08138329461996253,0.0502588737070158
chirp__target-812,chirp,6894369671430017204,validation,748,811,812,-0.04001212583706485,-0.01829503258104265,0.0217170932560222
chirp__target-814,chirp,6894369671430017204,validation,750,813,814,0.0362081744922706,0.08475589901786022,0.04854772452558962
chirp__target-816,chirp,6894369671430017204,validation,752,815,816,0.109764330826944,0.15099089225428233,0.041226561427338326
chirp__target-818,chirp,6894369671430017204,validation,754,817,818,0.18765884994581994,0.23892125762371816,0.05126240767789822
chirp__target-820,chirp,6894369671430017204,test,756,819,820,0.2695068246185016,0.31619266131253326,0.046685836694031646
chirp__target-822,chirp,6894369671430017204,test,758,821,822,0.3423484283513589,0.39067968960614347,0.04833126125478454
chirp__target-824,chirp,6894369671430017204,test,760,823,824,0.40031897115102627,0.4536455235693337,0.053326552418307416
chirp__target-826,chirp,6894369671430017204,test,762,825,826,0.4930519815544045,0.5410929139649775,0.048040932410573
chirp__target-828,chirp,6894369671430017204,test,764,827,828,0.5573397952700865,0.5961011269482075,0.038761331678121014
chirp__target-830,chirp,6894369671430017204,test,766,829,830,0.6278895578682374,0.6522837534989192,0.024394195630681792
chirp__target-832,chirp,6894369671430017204,test,768,831,832,0.6859132704950835,0.7201060217907478,0.03419275129566424
chirp__target-834,chirp,6894369671430017204,test,770,833,834,0.7497346863915716,0.7700480222491688,0.020313335857597203
chirp__target-836,chirp,6894369671430017204,test,772,835,836,0.8027923502594633,0.8194222862829296,0.016629936023466296
chirp__target-838,chirp,6894369671430017204,test,774,837,838,0.8529000273890315,0.8633733838123961,0.010473356423364666
chirp__target-840,chirp,6894369671430017204,test,776,839,840,0.897123109166987,0.9082832979162005,0.01116018874921354
chirp__target-842,chirp,6894369671430017204,test,778,841,842,0.9274245865570363,0.9353386984814258,0.00791411192438951
chirp__target-844,chirp,6894369671430017204,test,780,843,844,0.9426351619073874,0.9626789753847825,0.020043813477395145
chirp__target-846,chirp,6894369671430017204,test,782,845,846,0.968561999916284,0.9923959971587175,0.023833997242433513
chirp__target-848,chirp,6894369671430017204,test,784,847,848,0.9826400076415684,0.9914362950765427,0.008796287434974293
chirp__target-850,chirp,6894369671430017204,test,786,849,850,1.0064675458690127,0.9993650824026227,-0.0071024634663899855
chirp__target-852,chirp,6894369671430017204,test,788,851,852,0.9956549688183138,0.9949377642651894,-0.0007172045531244065
chirp__target-854,chirp,6894369671430017204,test,790,853,854,0.9928381821703667,0.992549045702408,-0.00028913646795869496
chirp__target-856,chirp,6894369671430017204,test,792,855,856,0.9909046899781866,0.966325747158221,-0.024578942819965643
chirp__target-858,chirp,6894369671430017204,test,794,857,858,0.9482085810291435,0.9418830052399845,-0.006325575789159044
chirp__target-860,chirp,6894369671430017204,test,796,859,860,0.9415951145088289,0.9211080542391319,-0.020487060269697044
chirp__target-862,chirp,6894369671430017204,test,798,861,862,0.9001253731967171,0.886428346054783,-0.013697027141934104
chirp__target-864,chirp,6894369671430017204,test,800,863,864,0.85897551007438,0.8419361657961841,-0.017039344278195867
chirp__target-866,chirp,6894369671430017204,test,802,865,866,0.8068497147466269,0.8051278556527183,-0.0017218590939086509
chirp__target-868,chirp,6894369671430017204,test,804,867,868,0.7526114381164245,0.726946156998377,-0.025665281118047556
chirp__target-870,chirp,6894369671430017204,test,806,869,870,0.7124991643379971,0.6715228572486768,-0.04097630708932032
chirp__target-872,chirp,6894369671430017204,test,808,871,872,0.6425603333931075,0.6084306079243498,-0.0341297254687577
chirp__target-874,chirp,6894369671430017204,test,810,873,874,0.5719549411362898,0.528222726700585,-0.04373221443570474
chirp__target-876,chirp,6894369671430017204,test,812,875,876,0.5122986404753435,0.4653358301892324,-0.046962810286111045
chirp__target-878,chirp,6894369671430017204,test,814,877,878,0.4369122385466643,0.3896250807522946,-0.047287157794369705
chirp__target-880,chirp,6894369671430017204,test,816,879,880,0.34142626001597676,0.31789660763206534,-0.023529652383911415
chirp__target-882,chirp,6894369671430017204,test,818,881,882,0.25656640011291143,0.22098486385053237,-0.03558153626237906
chirp__target-884,chirp,6894369671430017204,test,820,883,884,0.17734773599802423,0.15905637276908752,-0.018291363228936708
chirp__target-886,chirp,6894369671430017204,test,822,885,886,0.0943397314907338,0.07203315443747113,-0.022306577053262666
chirp__target-888,chirp,6894369671430017204,test,824,887,888,0.018398816153559726,-0.013633692814808963,-0.03203250896836869
chirp__target-890,chirp,6894369671430017204,test,826,889,890,-0.07837835768181074,-0.11441339810568324,-0.0360350404238725
chirp__target-892,chirp,6894369671430017204,test,828,891,892,-0.1505356862425067,-0.1928979642272577,-0.04236227798475098
chirp__target-894,chirp,6894369671430017204,test,830,893,894,-0.26616952099663765,-0.28190289719249273,-0.015733376195855076
chirp__target-896,chirp,6894369671430017204,test,832,895,896,-0.3441837635432466,-0.36839391843928143,-0.02421015489603484
chirp__target-898,chirp,6894369671430017204,test,834,897,898,-0.41826795333472744,-0.4419031493110794,-0.02363519597635194
chirp__target-900,chirp,6894369671430017204,test,836,899,900,-0.48544507398589987,-0.5222161427827947,-0.036771068796894846
chirp__target-902,chirp,6894369671430017204,test,838,901,902,-0.5747040811563245,-0.5972803672988293,-0.02257628614250473
chirp__target-904,chirp,6894369671430017204,test,840,903,904,-0.6515715184749291,-0.6828500459323419,-0.031278527457412775
chirp__target-906,chirp,6894369671430017204,test,842,905,906,-0.6993361732150928,-0.7430321654408666,-0.043695992225773805
chirp__target-908,chirp,6894369671430017204,test,844,907,908,-0.7500849778354993,-0.7927738786547198,-0.0426889008192205
chirp__target-910,chirp,6894369671430017204,test,846,909,910,-0.8193293758068174,-0.8449247207269067,-0.025595344920089302
chirp__target-912,chirp,6894369671430017204,test,848,911,912,-0.8659151196190303,-0.9070738459469914,-0.041158726327961026
chirp__target-914,chirp,6894369671430017204,test,850,913,914,-0.9072249304930279,-0.9325945546695099,-0.02536962417648203
chirp__target-916,chirp,6894369671430017204,test,852,915,916,-0.9416716672125216,-0.9596356118227262,-0.017963944610204563
chirp__target-918,chirp,6894369671430017204,test,854,917,918,-0.9646231533693759,-0.9756219563619349,-0.010998802992559065
chirp__target-920,chirp,6894369671430017204,test,856,919,920,-0.9869020830058468,-0.9900817637053853,-0.0031796806995384452
chirp__target-922,chirp,6894369671430017204,test,858,921,922,-0.9804976219791824,-1.0006232384421465,-0.02012561646296407
chirp__target-924,chirp,6894369671430017204,test,860,923,924,-0.9966206936472493,-0.9973738447056885,-0.0007531510584392054
chirp__target-926,chirp,6894369671430017204,test,862,925,926,-0.9905319249502249,-0.9928455765321964,-0.0023136515819714987
chirp__target-928,chirp,6894369671430017204,test,864,927,928,-0.9790295050581455,-0.9740432353473102,0.004986269710835267
chirp__target-930,chirp,6894369671430017204,test,866,929,930,-0.9680709956561495,-0.9514184307094051,0.016652564946744386
chirp__target-932,chirp,6894369671430017204,test,868,931,932,-0.9428991200345617,-0.9206843148526493,0.022214805181912323
chirp__target-934,chirp,6894369671430017204,test,870,933,934,-0.8845296339563335,-0.8734179154860345,0.011111718470299015
chirp__target-936,chirp,6894369671430017204,test,872,935,936,-0.8603173274426751,-0.8207637460654111,0.03955358137726395
chirp__target-938,chirp,6894369671430017204,test,874,937,938,-0.8013442850847838,-0.7626277000252563,0.038716585059527575
chirp__target-940,chirp,6894369671430017204,test,876,939,940,-0.7177015590584497,-0.7149844183834154,0.0027171406750342575
chirp__target-942,chirp,6894369671430017204,test,878,941,942,-0.6871598175290989,-0.6436310792785186,0.043528738250580346
chirp__target-944,chirp,6894369671430017204,test,880,943,944,-0.6186232558774628,-0.5660686821233479,0.052554573754114875
chirp__target-946,chirp,6894369671430017204,test,882,945,946,-0.5334262366382196,-0.49803456982382527,0.035391666814394374
chirp__target-948,chirp,6894369671430017204,test,884,947,948,-0.4550884194331623,-0.40113664272075206,0.05395177671241025
chirp__target-950,chirp,6894369671430017204,test,886,949,950,-0.3656438572950842,-0.3145546985534949,0.05108915874158931
chirp__target-952,chirp,6894369671430017204,test,888,951,952,-0.2782138821529484,-0.2392281794923501,0.03898570266059831
chirp__target-954,chirp,6894369671430017204,test,890,953,954,-0.21430605904904504,-0.16919505073391916,0.04511100831512588
chirp__target-956,chirp,6894369671430017204,test,892,955,956,-0.09671074379323473,-0.04945815782881428,0.04725258596442045
chirp__target-958,chirp,6894369671430017204,test,894,957,958,0.0019305629354927772,0.03753554755528044,0.035604984619787665
chirp__target-960,chirp,6894369671430017204,test,896,959,960,0.0673766654524862,0.11439725634168703,0.047020590889200825
chirp__target-962,chirp,6894369671430017204,test,898,961,962,0.17868916105285007,0.2226489620374306,0.04395980098458052
chirp__target-964,chirp,6894369671430017204,test,900,963,964,0.2685068112354949,0.30358339483422586,0.03507658359873095
chirp__target-966,chirp,6894369671430017204,test,902,965,966,0.38385233783816647,0.40202959288002316,0.018177255041856688
chirp__target-968,chirp,6894369671430017204,test,904,967,968,0.4383001692960281,0.4555424779614096,0.01724230866538151
chirp__target-970,chirp,6894369671430017204,test,906,969,970,0.5238315230830757,0.5659738463447979,0.04214232326172218
chirp__target-972,chirp,6894369671430017204,test,908,971,972,0.5958447981169466,0.6336283520578939,0.037783553940947345
chirp__target-974,chirp,6894369671430017204,test,910,973,974,0.6782415407360912,0.7068693648226103,0.028627824086519094
chirp__target-976,chirp,6894369671430017204,test,912,975,976,0.7583448793876651,0.7621313050923696,0.0037864257047044436
chirp__target-978,chirp,6894369671430017204,test,914,977,978,0.7900403024601151,0.8132131369735294,0.02317283451341423
chirp__target-980,chirp,6894369671430017204,test,916,979,980,0.8405140987476517,0.8780588764147688,0.03754477766711706
chirp__target-982,chirp,6894369671430017204,test,918,981,982,0.8790703756933966,0.913606644597616,0.03453626890421935
chirp__target-984,chirp,6894369671430017204,test,920,983,984,0.9148144585852074,0.9506708387815529,0.035856380196345516
chirp__target-986,chirp,6894369671430017204,test,922,985,986,0.9594044561950749,0.9832179083729132,0.023813452177838368
chirp__target-988,chirp,6894369671430017204,test,924,987,988,0.9824481334702276,1.0083565155335403,0.025908382063312696
chirp__target-990,chirp,6894369671430017204,test,926,989,990,1.0010536502861218,0.9925810637136153,-0.00847258657250649
chirp__target-992,chirp,6894369671430017204,test,928,991,992,1.0155683956436357,0.9794896072027602,-0.03607878844087542
chirp__target-994,chirp,6894369671430017204,test,930,993,994,0.9978917559966463,0.9904315176742464,-0.007460238322399837
chirp__target-996,chirp,6894369671430017204,test,932,995,996,0.9902382321942951,0.9807592970948688,-0.009478935099426322
chirp__target-998,chirp,6894369671430017204,test,934,997,998,0.9575030306455721,0.9438935653786119,-0.013609465266960163
chirp__target-1000,chirp,6894369671430017204,test,936,999,1000,0.9222825635545209,0.8920304484376667,-0.030252115116854217
chirp__target-1002,chirp,6894369671430017204,test,938,1001,1002,0.8767672795673248,0.8614057320638797,-0.015361547503445094
chirp__target-1004,chirp,6894369671430017204,test,940,1003,1004,0.8212101153519438,0.7943678208792319,-0.026842294472711914
chirp__target-1006,chirp,6894369671430017204,test,942,1005,1006,0.7628316241831663,0.7268646428775718,-0.0359669813055945
chirp__target-1008,chirp,6894369671430017204,test,944,1007,1008,0.695816788887108,0.6661456071989735,-0.02967118168813443
chirp__target-1010,chirp,6894369671430017204,test,946,1009,1010,0.6501742739069195,0.6092634572221611,-0.04091081668475838
chirp__target-1012,chirp,6894369671430017204,test,948,1011,1012,0.5518460152000878,0.5237916925753096,-0.02805432262477825
chirp__target-1014,chirp,6894369671430017204,test,950,1013,1014,0.4742435693651885,0.41962537759477914,-0.054618191770409386
chirp__target-1016,chirp,6894369671430017204,test,952,1015,1016,0.38878497425169994,0.34247210435434117,-0.04631286989735878
chirp__target-1018,chirp,6894369671430017204,test,954,1017,1018,0.28565378440951594,0.22444742939742882,-0.06120635501208713
chirp__target-1020,chirp,6894369671430017204,test,956,1019,1020,0.1963703623915403,0.15574257616993206,-0.04062778622160823
chirp__target-1022,chirp,6894369671430017204,test,958,1021,1022,0.10679386683627858,0.046591565037118234,-0.06020230179916034
ramp__target-64,ramp,5851866067628065167,train,0,63,64,0.07203707083839364,0.06454639000086437,-0.007490680837529268
ramp__target-66,ramp,5851866067628065167,train,2,65,66,0.06456113987785138,0.06406960537081062,-0.0004915345070407584
ramp__target-68,ramp,5851866067628065167,train,4,67,68,0.07460845862230972,0.07305867675708778,-0.0015497818652219358
ramp__target-70,ramp,5851866067628065167,train,6,69,70,0.06811298077892569,0.06519727193856008,-0.0029157088403656134
