representation,example_id,signal,split,input_steps,input_features,input_scalar_elements,input_bytes
raw,second_order_response__target-672,second_order_response,validation,64,1,64,512
raw,second_order_response__target-674,second_order_response,validation,64,1,64,512
raw,second_order_response__target-676,second_order_response,validation,64,1,64,512
raw,second_order_response__target-678,second_order_response,validation,64,1,64,512
raw,second_order_response__target-680,second_order_response,validation,64,1,64,512
raw,second_order_response__target-682,second_order_response,validation,64,1,64,512
raw,second_order_response__target-684,second_order_response,validation,64,1,64,512
raw,second_order_response__target-686,second_order_response,validation,64,1,64,512
raw,second_order_response__target-688,second_order_response,validation,64,1,64,512
raw,second_order_response__target-690,second_order_response,validation,64,1,64,512
raw,second_order_response__target-692,second_order_response,validation,64,1,64,512
raw,second_order_response__target-694,second_order_response,validation,64,1,64,512
raw,second_order_response__target-696,second_order_response,validation,64,1,64,512
raw,second_order_response__target-698,second_order_response,validation,64,1,64,512
raw,second_order_response__target-700,second_order_response,validation,64,1,64,512
raw,second_order_response__target-702,second_order_response,validation,64,1,64,512
raw,second_order_response__target-704,second_order_response,validation,64,1,64,512
raw,second_order_response__target-706,second_order_response,validation,64,1,64,512
raw,second_order_response__target-708,second_order_response,validation,64,1,64,512
raw,second_order_response__target-710,second_order_response,validation,64,1,64,512
raw,second_order_response__target-712,second_order_response,validation,64,1,64,512
raw,second_order_response__target-714,second_order_response,validation,64,1,64,512
raw,second_order_response__target-716,second_order_response,validation,64,1,64,512
raw,second_order_response__target-718,second_order_response,validation,64,1,64,512
raw,second_order_response__target-720,second_order_response,validation,64,1,64,512
raw,second_order_response__target-722,second_order_response,validation,64,1,64,512
raw,second_order_response__target-724,second_order_response,validation,64,1,64,512
raw,second_order_response__target-726,second_order_response,validation,64,1,64,512
raw,second_order_response__target-728,second_order_response,validation,64,1,64,512
raw,second_order_response__target-730,second_order_response,validation,64,1,64,512
raw,second_order_response__target-732,second_order_response,validation,64,1,64,512
raw,second_order_response__target-734,second_order_response,validation,64,1,64,512
raw,second_order_response__target-736,second_order_response,validation,64,1,64,512
raw,second_order_response__target-738,second_order_response,validation,64,1,64,512
raw,second_order_response__target-740,second_order_response,validation,64,1,64,512
raw,second_order_response__target-742,second_order_response,validation,64,1,64,512
raw,second_order_response__target-744,second_order_response,validation,64,1,64,512
raw,second_order_response__target-746,second_order_response,validation,64,1,64,512
raw,second_order_response__target-748,second_order_response,validation,64,1,64,512
raw,second_order_response__target-750,second_order_response,validation,64,1,64,512
raw,second_order_response__target-752,second_order_response,validation,64,1,64,512
raw,second_order_response__target-754,second_order_response,validation,64,1,64,512
raw,second_order_response__target-756,second_order_response,validation,64,1,64,512
raw,second_order_response__target-758,second_order_response,validation,64,1,64,512
raw,second_order_response__target-760,second_order_response,validation,64,1,64,512
raw,second_order_response__target-762,second_order_response,validation,64,1,64,512
raw,second_order_response__target-764,second_order_response,validation,64,1,64,512
raw,second_order_response__target-766,second_order_response,validation,64,1,64,512
raw,second_order_response__target-768,second_order_response,validation,64,1,64,512
raw,second_order_response__target-770,second_order_response,validation,64,1,64,512
raw,second_order_response__target-772,second_order_response,validation,64,1,64,512
raw,second_order_response__target-774,second_order_response,validation,64,1,64,512
raw,second_order_response__target-776,second_order_response,validation,64,1,64,512
raw,second_order_response__target-778,second_order_response,validation,64,1,64,512
raw,second_order_response__target-780,second_order_response,validation,64,1,64,512
raw,second_order_response__target-782,second_order_response,validation,64,1,64,512
raw,second_order_response__target-784,second_order_response,validation,64,1,64,512
raw,second_order_response__target-786,second_order_response,validation,64,1,64,512
raw,second_order_response__target-788,second_order_response,validation,64,1,64,512
raw,second_order_response__target-790,second_order_response,validation,64,1,64,512
raw,second_order_response__target-792,second_order_response,validation,64,1,64,512
raw,second_order_response__target-794,second_order_response,validation,64,1,64,512
raw,second_order_response__target-796,second_order_response,validation,64,1,64,512
raw,second_order_response__target-798,second_order_response,validation,64,1,64,512
raw,second_order_response__target-800,second_order_response,validation,64,1,64,512
raw,second_order_response__target-802,second_order_response,validation,64,1,64,512
raw,second_order_response__target-804,second_order_response,validation,64,1,64,512
raw,second_order_response__target-806,second_order_response,validation,64,1,64,512
raw,second_order_response__target-808,second_order_response,validation,64,1,64,512
raw,second_order_response__target-810,second_order_response,validation,64,1,64,512
raw,second_order_response__target-812,second_order_response,validation,64,1,64,512
raw,second_order_response__target-814,second_order_response,validation,64,1,64,512
raw,second_order_response__target-816,second_order_response,validation,64,1,64,512
raw,second_order_response__target-818,second_order_response,validation,64,1,64,512
raw,second_order_response__target-820,second_order_response,test,64,1,64,512
raw,second_order_response__target-822,second_order_response,test,64,1,64,512
raw,second_order_response__target-824,second_order_response,test,64,1,64,512
raw,second_order_response__target-826,second_order_response,test,64,1,64,512
raw,second_order_response__target-828,second_order_response,test,64,1,64,512
raw,second_order_response__target-830,second_order_response,test,64,1,64,512
raw,second_order_response__target-832,second_order_response,test,64,1,64,512
raw,second_order_response__target-834,second_order_response,test,64,1,64,512
raw,second_order_response__target-836,second_order_response,test,64,1,64,512
raw,second_order_response__target-838,second_order_response,test,64,1,64,512
raw,second_order_response__target-840,second_order_response,test,64,1,64,512
raw,second_order_response__target-842,second_order_response,test,64,1,64,512
raw,second_order_response__target-844,second_order_response,test,64,1,64,512
raw,second_order_response__target-846,second_order_response,test,64,1,64,512
raw,second_order_response__target-848,second_order_response,test,64,1,64,512
raw,second_order_response__target-850,second_order_response,test,64,1,64,512
raw,second_order_response__target-852,second_order_response,test,64,1,64,512
raw,second_order_response__target-854,second_order_response,test,64,1,64,512
raw,second_order_response__target-856,second_order_response,test,64,1,64,512
raw,second_order_response__target-858,second_order_response,test,64,1,64,512
raw,second_order_response__target-860,second_order_response,test,64,1,64,512
raw,second_order_response__target-862,second_order_response,test,64,1,64,512
raw,second_order_response__target-864,second_order_response,test,64,1,64,512
raw,second_order_response__target-866,second_order_response,test,64,1,64,512
raw,second_order_response__target-868,second_order_response,test,64,1,64,512
raw,second_order_response__target-870,second_order_response,test,64,1,64,512
raw,second_order_response__target-872,second_order_response,test,64,1,64,512
raw,second_order_response__target-874,second_order_response,test,64,1,64,512
raw,second_order_response__target-876,second_order_response,test,64,1,64,512
raw,second_order_response__target-878,second_order_response,test,64,1,64,512
raw,second_order_response__target-880,second_order_response,test,64,1,64,512
raw,second_order_response__target-882,second_order_response,test,64,1,64,512
raw,second_order_response__target-884,second_order_response,test,64,1,64,512
raw,second_order_response__target-886,second_order_response,test,64,1,64,512
raw,second_order_response__target-888,second_order_response,test,64,1,64,512
raw,second_order_response__target-890,second_order_response,test,64,1,64,512
raw,second_order_response__target-892,second_order_response,test,64,1,64,512
raw,second_order_response__target-894,second_order_response,test,64,1,64,512
raw,second_order_response__target-896,second_order_response,test,64,1,64,512
raw,second_order_response__target-898,second_order_response,test,64,1,64,512
raw,second_order_response__target-900,second_order_response,test,64,1,64,512
raw,second_order_response__target-902,second_order_response,test,64,1,64,512
raw,second_order_response__target-904,second_order_response,test,64,1,64,512
raw,second_order_response__target-906,second_order_response,test,64,1,64,512
raw,second_order_response__target-908,second_order_response,test,64,1,64,512
raw,second_order_response__target-910,second_order_response,test,64,1,64,512
raw,second_order_response__target-912,second_order_response,test,64,1,64,512
raw,second_order_response__target-914,second_order_response,test,64,1,64,512
raw,second_order_response__target-916,second_order_response,test,64,1,64,512
raw,second_order_response__target-918,second_order_response,test,64,1,64,512
raw,second_order_response__target-920,second_order_response,test,64,1,64,512
raw,second_order_response__target-922,second_order_response,test,64,1,64,512
raw,second_order_response__target-924,second_order_response,test,64,1,64,512
raw,second_order_response__target-926,second_order_response,test,64,1,64,512
raw,second_order_response__target-928,second_order_response,test,64,1,64,512
raw,second_order_response__target-930,second_order_response,test,64,1,64,512
raw,second_order_response__target-932,second_order_response,test,64,1,64,512
raw,second_order_response__target-934,second_order_response,test,64,1,64,512
raw,second_order_response__target-936,second_order_response,test,64,1,64,512
raw,second_order_response__target-938,second_order_response,test,64,1,64,512
raw,second_order_response__target-940,second_order_response,test,64,1,64,512
raw,second_order_response__target-942,second_order_response,test,64,1,64,512
raw,second_order_response__target-944,second_order_response,test,64,1,64,512
raw,second_order_response__target-946,second_order_response,test,64,1,64,512
raw,second_order_response__target-948,second_order_response,test,64,1,64,512
raw,second_order_response__target-950,second_order_response,test,64,1,64,512
raw,second_order_response__target-952,second_order_response,test,64,1,64,512
raw,second_order_response__target-954,second_order_response,test,64,1,64,512
raw,second_order_response__target-956,second_order_response,test,64,1,64,512
raw,second_order_response__target-958,second_order_response,test,64,1,64,512
raw,second_order_response__target-960,second_order_response,test,64,1,64,512
raw,second_order_response__target-962,second_order_response,test,64,1,64,512
raw,second_order_response__target-964,second_order_response,test,64,1,64,512
raw,second_order_response__target-966,second_order_response,test,64,1,64,512
raw,second_order_response__target-968,second_order_response,test,64,1,64,512
raw,second_order_response__target-970,second_order_response,test,64,1,64,512
raw,second_order_response__target-972,second_order_response,test,64,1,64,512
raw,second_order_response__target-974,second_order_response,test,64,1,64,512
raw,second_order_response__target-976,second_order_response,test,64,1,64,512
raw,second_order_response__target-978,second_order_response,test,64,1,64,512
raw,second_order_response__target-980,second_order_response,test,64,1,64,512
raw,second_order_response__target-982,second_order_response,test,64,1,64,512
raw,second_order_response__target-984,second_order_response,test,64,1,64,512
raw,second_order_response__target-986,second_order_response,test,64,1,64,512
raw,second_order_response__target-988,second_order_response,test,64,1,64,512
raw,second_order_response__target-990,second_order_response,test,64,1,64,512
raw,second_order_response__target-992,second_order_response,test,64,1,64,512
raw,second_order_response__target-994,second_order_response,test,64,1,64,512
raw,second_order_response__target-996,second_order_response,test,64,1,64,512
raw,second_order_response__target-998,second_order_response,test,64,1,64,512
raw,second_order_response__target-1000,second_order_response,test,64,1,64,512
raw,second_order_response__target-1002,second_order_response,test,64,1,64,512
raw,second_order_response__target-1004,second_order_response,test,64,1,64,512
raw,second_order_response__target-1006,second_order_response,test,64,1,64,512
raw,second_order_response__target-1008,second_order_response,test,64,1,64,512
raw,second_order_response__target-1010,second_order_response,test,64,1,64,512
raw,second_order_response__target-1012,second_order_response,test,64,1,64,512
raw,second_order_response__target-1014,second_order_response,test,64,1,64,512
raw,second_order_response__target-1016,second_order_response,test,64,1,64,512
raw,second_order_response__target-1018,second_order_response,test,64,1,64,512
raw,second_order_response__target-1020,second_order_response,test,64,1,64,512
raw,second_order_response__target-1022,second_order_response,test,64,1,64,512
raw,regime_change__target-64,regime_change,train,64,1,64,512
raw,regime_change__target-66,regime_change,train,64,1,64,512
raw,regime_change__target-68,regime_change,train,64,1,64,512
raw,regime_change__target-70,regime_change,train,64,1,64,512
raw,regime_change__target-72,regime_change,train,64,1,64,512
raw,regime_change__target-74,regime_change,train,64,1,64,512
raw,regime_change__target-76,regime_change,train,64,1,64,512
raw,regime_change__target-78,regime_change,train,64,1,64,512
raw,regime_change__target-80,regime_change,train,64,1,64,512
raw,regime_change__target-82,regime_change,train,64,1,64,512
raw,regime_change__target-84,regime_change,train,64,1,64,512
raw,regime_change__target-86,regime_change,train,64,1,64,512
raw,regime_change__target-88,regime_change,train,64,1,64,512
raw,regime_change__target-90,regime_change,train,64,1,64,512
raw,regime_change__target-92,regime_change,train,64,1,64,512
raw,regime_change__target-94,regime_change,train,64,1,64,512
raw,regime_change__target-96,regime_change,train,64,1,64,512
raw,regime_change__target-98,regime_change,train,64,1,64,512
raw,regime_change__target-100,regime_change,train,64,1,64,512
raw,regime_change__target-102,regime_change,train,64,1,64,512
raw,regime_change__target-104,regime_change,train,64,1,64,512
raw,regime_change__target-106,regime_change,train,64,1,64,512
raw,regime_change__target-108,regime_change,train,64,1,64,512
raw,regime_change__target-110,regime_change,train,64,1,64,512
raw,regime_change__target-112,regime_change,train,64,1,64,512
raw,regime_change__target-114,regime_change,train,64,1,64,512
raw,regime_change__target-116,regime_change,train,64,1,64,512
raw,regime_change__target-118,regime_change,train,64,1,64,512
raw,regime_change__target-120,regime_change,train,64,1,64,512
raw,regime_change__target-122,regime_change,train,64,1,64,512
raw,regime_change__target-124,regime_change,train,64,1,64,512
raw,regime_change__target-126,regime_change,train,64,1,64,512
raw,regime_change__target-128,regime_change,train,64,1,64,512
raw,regime_change__target-130,regime_change,train,64,1,64,512
raw,regime_change__target-132,regime_change,train,64,1,64,512
raw,regime_change__target-134,regime_change,train,64,1,64,512
raw,regime_change__target-136,regime_change,train,64,1,64,512
raw,regime_change__target-138,regime_change,train,64,1,64,512
raw,regime_change__target-140,regime_change,train,64,1,64,512
raw,regime_change__target-142,regime_change,train,64,1,64,512
raw,regime_change__target-144,regime_change,train,64,1,64,512
raw,regime_change__target-146,regime_change,train,64,1,64,512
raw,regime_change__target-148,regime_change,train,64,1,64,512
raw,regime_change__target-150,regime_change,train,64,1,64,512
raw,regime_change__target-152,regime_change,train,64,1,64,512
raw,regime_change__target-154,regime_change,train,64,1,64,512
raw,regime_change__target-156,regime_change,train,64,1,64,512
raw,regime_change__target-158,regime_change,train,64,1,64,512
raw,regime_change__target-160,regime_change,train,64,1,64,512
raw,regime_change__target-162,regime_change,train,64,1,64,512
raw,regime_change__target-164,regime_change,train,64,1,64,512
raw,regime_change__target-166,regime_change,train,64,1,64,512
raw,regime_change__target-168,regime_change,train,64,1,64,512
raw,regime_change__target-170,regime_change,train,64,1,64,512
raw,regime_change__target-172,regime_change,train,64,1,64,512
raw,regime_change__target-174,regime_change,train,64,1,64,512
raw,regime_change__target-176,regime_change,train,64,1,64,512
raw,regime_change__target-178,regime_change,train,64,1,64,512
raw,regime_change__target-180,regime_change,train,64,1,64,512
raw,regime_change__target-182,regime_change,train,64,1,64,512
raw,regime_change__target-184,regime_change,train,64,1,64,512
raw,regime_change__target-186,regime_change,train,64,1,64,512
raw,regime_change__target-188,regime_change,train,64,1,64,512
raw,regime_change__target-190,regime_change,train,64,1,64,512
raw,regime_change__target-192,regime_change,train,64,1,64,512
raw,regime_change__target-194,regime_change,train,64,1,64,512
raw,regime_change__target-196,regime_change,train,64,1,64,512
raw,regime_change__target-198,regime_change,train,64,1,64,512
raw,regime_change__target-200,regime_change,train,64,1,64,512
raw,regime_change__target-202,regime_change,train,64,1,64,512
raw,regime_change__target-204,regime_change,train,64,1,64,512
raw,regime_change__target-206,regime_change,train,64,1,64,512
raw,regime_change__target-208,regime_change,train,64,1,64,512
raw,regime_change__target-210,regime_change,train,64,1,64,512
raw,regime_change__target-212,regime_change,train,64,1,64,512
raw,regime_change__target-214,regime_change,train,64,1,64,512
raw,regime_change__target-216,regime_change,train,64,1,64,512
raw,regime_change__target-218,regime_change,train,64,1,64,512
raw,regime_change__target-220,regime_change,train,64,1,64,512
raw,regime_change__target-222,regime_change,train,64,1,64,512
raw,regime_change__target-224,regime_change,train,64,1,64,512
raw,regime_change__target-226,regime_change,train,64,1,64,512
raw,regime_change__target-228,regime_change,train,64,1,64,512
raw,regime_change__target-230,regime_change,train,64,1,64,512
raw,regime_change__target-232,regime_change,train,64,1,64,512
raw,regime_change__target-234,regime_change,train,64,1,64,512
raw,regime_change__target-236,regime_change,train,64,1,64,512
raw,regime_change__target-238,regime_change,train,64,1,64,512
raw,regime_change__target-240,regime_change,train,64,1,64,512
raw,regime_change__target-242,regime_change,train,64,1,64,512
raw,regime_change__target-244,regime_change,train,64,1,64,512
raw,regime_change__target-246,regime_change,train,64,1,64,512
raw,regime_change__target-248,regime_change,train,64,1,64,512
raw,regime_change__target-250,regime_change,train,64,1,64,512
raw,regime_change__target-252,regime_change,train,64,1,64,512
raw,regime_change__target-254,regime_change,train,64,1,64,512
raw,regime_change__target-256,regime_change,train,64,1,64,512
raw,regime_change__target-258,regime_change,train,64,1,64,512
raw,regime_change__target-260,regime_change,train,64,1,64,512
raw,regime_change__target-262,regime_change,train,64,1,64,512
raw,regime_change__target-264,regime_change,train,64,1,64,512
raw,regime_change__target-266,regime_change,train,64,1,64,512
raw,regime_change__target-268,regime_change,train,64,1,64,512
raw,regime_change__target-270,regime_change,train,64,1,64,512
raw,regime_change__target-272,regime_change,train,64,1,64,512
raw,regime_change__target-274,regime_change,train,64,1,64,512
raw,regime_change__target-276,regime_change,train,64,1,64,512
raw,regime_change__target-278,regime_change,train,64,1,64,512
raw,regime_change__target-280,regime_change,train,64,1,64,512
raw,regime_change__target-282,regime_change,train,64,1,64,512
raw,regime_change__target-284,regime_change,train,64,1,64,512
raw,regime_change__target-286,regime_change,train,64,1,64,512
raw,regime_change__target-288,regime_change,train,64,1,64,512
raw,regime_change__target-290,regime_change,train,64,1,64,512
raw,regime_change__target-292,regime_change,train,64,1,64,512
raw,regime_change__target-294,regime_change,train,64,1,64,512
raw,regime_change__target-296,regime_change,train,64,1,64,512
raw,regime_change__target-298,regime_change,train,64,1,64,512
raw,regime_change__target-300,regime_change,train,64,1,64,512
raw,regime_change__target-302,regime_change,train,64,1,64,512
raw,regime_change__target-304,regime_change,train,64,1,64,512
raw,regime_change__target-306,regime_change,train,64,1,64,512
raw,regime_change__target-308,regime_change,train,64,1,64,512
raw,regime_change__target-310,regime_change,train,64,1,64,512
raw,regime_change__target-312,regime_change,train,64,1,64,512
raw,regime_change__target-314,regime_change,train,64,1,64,512
raw,regime_change__target-316,regime_change,train,64,1,64,512
raw,regime_change__target-318,regime_change,train,64,1,64,512
raw,regime_change__target-320,regime_change,train,64,1,64,512
raw,regime_change__target-322,regime_change,train,64,1,64,512
raw,regime_change__target-324,regime_change,train,64,1,64,512
raw,regime_change__target-326,regime_change,train,64,1,64,512
raw,regime_change__target-328,regime_change,train,64,1,64,512
raw,regime_change__target-330,regime_change,train,64,1,64,512
raw,regime_change__target-332,regime_change,train,64,1,64,512
raw,regime_change__target-334,regime_change,train,64,1,64,512
raw,regime_change__target-336,regime_change,train,64,1,64,512
raw,regime_change__target-338,regime_change,train,64,1,64,512
raw,regime_change__target-340,regime_change,train,64,1,64,512
raw,regime_change__target-342,regime_change,train,64,1,64,512
raw,regime_change__target-344,regime_change,train,64,1,64,512
raw,regime_change__target-346,regime_change,train,64,1,64,512
raw,regime_change__target-348,regime_change,train,64,1,64,512
raw,regime_change__target-350,regime_change,train,64,1,64,512
raw,regime_change__target-352,regime_change,train,64,1,64,512
raw,regime_change__target-354,regime_change,train,64,1,64,512
raw,regime_change__target-356,regime_change,train,64,1,64,512
raw,regime_change__target-358,regime_change,train,64,1,64,512
raw,regime_change__target-360,regime_change,train,64,1,64,512
raw,regime_change__target-362,regime_change,train,64,1,64,512
raw,regime_change__target-364,regime_change,train,64,1,64,512
raw,regime_change__target-366,regime_change,train,64,1,64,512
raw,regime_change__target-368,regime_change,train,64,1,64,512
raw,regime_change__target-370,regime_change,train,64,1,64,512
raw,regime_change__target-372,regime_change,train,64,1,64,512
raw,regime_change__target-374,regime_change,train,64,1,64,512
raw,regime_change__target-376,regime_change,train,64,1,64,512
raw,regime_change__target-378,regime_change,train,64,1,64,512
raw,regime_change__target-380,regime_change,train,64,1,64,512
raw,regime_change__target-382,regime_change,train,64,1,64,512
raw,regime_change__target-384,regime_change,train,64,1,64,512
raw,regime_change__target-386,regime_change,train,64,1,64,512
raw,regime_change__target-388,regime_change,train,64,1,64,512
raw,regime_change__target-390,regime_change,train,64,1,64,512
raw,regime_change__target-392,regime_change,train,64,1,64,512
raw,regime_change__target-394,regime_change,train,64,1,64,512
raw,regime_change__target-396,regime_change,train,64,1,64,512
raw,regime_change__target-398,regime_change,train,64,1,64,512
raw,regime_change__target-400,regime_change,train,64,1,64,512
raw,regime_change__target-402,regime_change,train,64,1,64,512
raw,regime_change__target-404,regime_change,train,64,1,64,512
raw,regime_change__target-406,regime_change,train,64,1,64,512
raw,regime_change__target-408,regime_change,train,64,1,64,512
raw,regime_change__target-410,regime_change,train,64,1,64,512
raw,regime_change__target-412,regime_change,train,64,1,64,512
raw,regime_change__target-414,regime_change,train,64,1,64,512
raw,regime_change__target-416,regime_change,train,64,1,64,512
raw,regime_change__target-418,regime_change,train,64,1,64,512
raw,regime_change__target-420,regime_change,train,64,1,64,512
raw,regime_change__target-422,regime_change,train,64,1,64,512
raw,regime_change__target-424,regime_change,train,64,1,64,512
raw,regime_change__target-426,regime_change,train,64,1,64,512
raw,regime_change__target-428,regime_change,train,64,1,64,512
raw,regime_change__target-430,regime_change,train,64,1,64,512
raw,regime_change__target-432,regime_change,train,64,1,64,512
raw,regime_change__target-434,regime_change,train,64,1,64,512
raw,regime_change__target-436,regime_change,train,64,1,64,512
raw,regime_change__target-438,regime_change,train,64,1,64,512
raw,regime_change__target-440,regime_change,train,64,1,64,512
raw,regime_change__target-442,regime_change,train,64,1,64,512
raw,regime_change__target-444,regime_change,train,64,1,64,512
raw,regime_change__target-446,regime_change,train,64,1,64,512
raw,regime_change__target-448,regime_change,train,64,1,64,512
raw,regime_change__target-450,regime_change,train,64,1,64,512
raw,regime_change__target-452,regime_change,train,64,1,64,512
raw,regime_change__target-454,regime_change,train,64,1,64,512
raw,regime_change__target-456,regime_change,train,64,1,64,512
raw,regime_change__target-458,regime_change,train,64,1,64,512
raw,regime_change__target-460,regime_change,train,64,1,64,512
raw,regime_change__target-462,regime_change,train,64,1,64,512
raw,regime_change__target-464,regime_change,train,64,1,64,512
raw,regime_change__target-466,regime_change,train,64,1,64,512
raw,regime_change__target-468,regime_change,train,64,1,64,512
raw,regime_change__target-470,regime_change,train,64,1,64,512
raw,regime_change__target-472,regime_change,train,64,1,64,512
raw,regime_change__target-474,regime_change,train,64,1,64,512
raw,regime_change__target-476,regime_change,train,64,1,64,512
raw,regime_change__target-478,regime_change,train,64,1,64,512
raw,regime_change__target-480,regime_change,train,64,1,64,512
raw,regime_change__target-482,regime_change,train,64,1,64,512
raw,regime_change__target-484,regime_change,train,64,1,64,512
raw,regime_change__target-486,regime_change,train,64,1,64,512
raw,regime_change__target-488,regime_change,train,64,1,64,512
raw,regime_change__target-490,regime_change,train,64,1,64,512
raw,regime_change__target-492,regime_change,train,64,1,64,512
raw,regime_change__target-494,regime_change,train,64,1,64,512
raw,regime_change__target-496,regime_change,train,64,1,64,512
raw,regime_change__target-498,regime_change,train,64,1,64,512
raw,regime_change__target-500,regime_change,train,64,1,64,512
raw,regime_change__target-502,regime_change,train,64,1,64,512
raw,regime_change__target-504,regime_change,train,64,1,64,512
raw,regime_change__target-506,regime_change,train,64,1,64,512
raw,regime_change__target-508,regime_change,train,64,1,64,512
raw,regime_change__target-510,regime_change,train,64,1,64,512
raw,regime_change__target-512,regime_change,train,64,1,64,512
raw,regime_change__target-514,regime_change,train,64,1,64,512
raw,regime_change__target-516,regime_change,train,64,1,64,512
raw,regime_change__target-518,regime_change,train,64,1,64,512
raw,regime_change__target-520,regime_change,train,64,1,64,512
raw,regime_change__target-522,regime_change,train,64,1,64,512
raw,regime_change__target-524,regime_change,train,64,1,64,512
raw,regime_change__target-526,regime_change,train,64,1,64,512
raw,regime_change__target-528,regime_change,train,64,1,64,512
raw,regime_change__target-530,regime_change,train,64,1,64,512
raw,regime_change__target-532,regime_change,train,64,1,64,512
raw,regime_change__target-534,regime_change,train,64,1,64,512
raw,regime_change__target-536,regime_change,train,64,1,64,512
raw,regime_change__target-538,regime_change,train,64,1,64,512
raw,regime_change__target-540,regime_change,train,64,1,64,512
raw,regime_change__target-542,regime_change,train,64,1,64,512
raw,regime_change__target-544,regime_change,train,64,1,64,512
raw,regime_change__target-546,regime_change,train,64,1,64,512
raw,regime_change__target-548,regime_change,train,64,1,64,512
raw,regime_change__target-550,regime_change,train,64,1,64,512
raw,regime_change__target-552,regime_change,train,64,1,64,512
raw,regime_change__target-554,regime_change,train,64,1,64,512
raw,regime_change__target-556,regime_change,train,64,1,64,512
raw,regime_change__target-558,regime_change,train,64,1,64,512
raw,regime_change__target-560,regime_change,train,64,1,64,512
raw,regime_change__target-562,regime_change,train,64,1,64,512
raw,regime_change__target-564,regime_change,train,64,1,64,512
raw,regime_change__target-566,regime_change,train,64,1,64,512
raw,regime_change__target-568,regime_change,train,64,1,64,512
raw,regime_change__target-570,regime_change,train,64,1,64,512
raw,regime_change__target-572,regime_change,train,64,1,64,512
raw,regime_change__target-574,regime_change,train,64,1,64,512
raw,regime_change__target-576,regime_change,train,64,1,64,512
raw,regime_change__target-578,regime_change,train,64,1,64,512
raw,regime_change__target-580,regime_change,train,64,1,64,512
raw,regime_change__target-582,regime_change,train,64,1,64,512
raw,regime_change__target-584,regime_change,train,64,1,64,512
raw,regime_change__target-586,regime_change,train,64,1,64,512
raw,regime_change__target-588,regime_change,train,64,1,64,512
raw,regime_change__target-590,regime_change,train,64,1,64,512
raw,regime_change__target-592,regime_change,train,64,1,64,512
raw,regime_change__target-594,regime_change,train,64,1,64,512
raw,regime_change__target-596,regime_change,train,64,1,64,512
raw,regime_change__target-598,regime_change,train,64,1,64,512
raw,regime_change__target-600,regime_change,train,64,1,64,512
raw,regime_change__target-602,regime_change,train,64,1,64,512
raw,regime_change__target-604,regime_change,train,64,1,64,512
raw,regime_change__target-606,regime_change,train,64,1,64,512
raw,regime_change__target-608,regime_change,train,64,1,64,512
raw,regime_change__target-610,regime_change,train,64,1,64,512
raw,regime_change__target-612,regime_change,train,64,1,64,512
raw,regime_change__target-614,regime_change,validation,64,1,64,512
raw,regime_change__target-616,regime_change,validation,64,1,64,512
raw,regime_change__target-618,regime_change,validation,64,1,64,512
raw,regime_change__target-620,regime_change,validation,64,1,64,512
raw,regime_change__target-622,regime_change,validation,64,1,64,512
raw,regime_change__target-624,regime_change,validation,64,1,64,512
raw,regime_change__target-626,regime_change,validation,64,1,64,512
raw,regime_change__target-628,regime_change,validation,64,1,64,512
raw,regime_change__target-630,regime_change,validation,64,1,64,512
raw,regime_change__target-632,regime_change,validation,64,1,64,512
raw,regime_change__target-634,regime_change,validation,64,1,64,512
raw,regime_change__target-636,regime_change,validation,64,1,64,512
raw,regime_change__target-638,regime_change,validation,64,1,64,512
raw,regime_change__target-640,regime_change,validation,64,1,64,512
raw,regime_change__target-642,regime_change,validation,64,1,64,512
raw,regime_change__target-644,regime_change,validation,64,1,64,512
raw,regime_change__target-646,regime_change,validation,64,1,64,512
raw,regime_change__target-648,regime_change,validation,64,1,64,512
raw,regime_change__target-650,regime_change,validation,64,1,64,512
raw,regime_change__target-652,regime_change,validation,64,1,64,512
raw,regime_change__target-654,regime_change,validation,64,1,64,512
raw,regime_change__target-656,regime_change,validation,64,1,64,512
raw,regime_change__target-658,regime_change,validation,64,1,64,512
raw,regime_change__target-660,regime_change,validation,64,1,64,512
raw,regime_change__target-662,regime_change,validation,64,1,64,512
raw,regime_change__target-664,regime_change,validation,64,1,64,512
raw,regime_change__target-666,regime_change,validation,64,1,64,512
raw,regime_change__target-668,regime_change,validation,64,1,64,512
raw,regime_change__target-670,regime_change,validation,64,1,64,512
raw,regime_change__target-672,regime_change,validation,64,1,64,512
raw,regime_change__target-674,regime_change,validation,64,1,64,512
raw,regime_change__target-676,regime_change,validation,64,1,64,512
raw,regime_change__target-678,regime_change,validation,64,1,64,512
raw,regime_change__target-680,regime_change,validation,64,1,64,512
raw,regime_change__target-682,regime_change,validation,64,1,64,512
raw,regime_change__target-684,regime_change,validation,64,1,64,512
raw,regime_change__target-686,regime_change,validation,64,1,64,512
raw,regime_change__target-688,regime_change,validation,64,1,64,512
raw,regime_change__target-690,regime_change,validation,64,1,64,512
raw,regime_change__target-692,regime_change,validation,64,1,64,512
raw,regime_change__target-694,regime_change,validation,64,1,64,512
raw,regime_change__target-696,regime_change,validation,64,1,64,512
raw,regime_change__target-698,regime_change,validation,64,1,64,512
raw,regime_change__target-700,regime_change,validation,64,1,64,512
raw,regime_change__target-702,regime_change,validation,64,1,64,512
raw,regime_change__target-704,regime_change,validation,64,1,64,512
raw,regime_change__target-706,regime_change,validation,64,1,64,512
raw,regime_change__target-708,regime_change,validation,64,1,64,512
